status,path,w,h,component_count,reasons
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-ammo-runner-v2/war-unit-ammo-runner-v2-crawl-right-03.png,128,128,3,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-ammo-runner-v2/war-unit-ammo-runner-v2-crawl-up-00.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-ammo-runner-v2/war-unit-ammo-runner-v2-crawl-up-01.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-ammo-runner-v2/war-unit-ammo-runner-v2-crawl-up-02.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-ammo-runner-v2/war-unit-ammo-runner-v2-crawl-up-03.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-down-00.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-down-01.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-down-02.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-down-03.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-left-00.png,128,256,1,large alpha touches frame edge: 0
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-left-01.png,128,256,2,"large alpha touches frame edge: 0,1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-left-02.png,128,256,3,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-left-03.png,128,256,1,large alpha touches frame edge: 0
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-right-00.png,128,256,2,"component 1 looks separated: area=358 ratio=0.05 dist=88.0 bbox=[63, 238, 89, 255] | large alpha touches frame edge: 0,1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-right-01.png,128,256,3,"component 1 looks separated: area=440 ratio=0.07 dist=84.0 bbox=[50, 235, 79, 255] | large alpha touches frame edge: 1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-right-02.png,128,256,2,"component 1 looks separated: area=425 ratio=0.07 dist=85.0 bbox=[44, 236, 73, 255] | large alpha touches frame edge: 1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-right-03.png,128,256,2,"component 1 looks separated: area=413 ratio=0.07 dist=85.0 bbox=[39, 236, 68, 255] | large alpha touches frame edge: 0,1"
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-up-00.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-up-01.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-up-02.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-artillery-observer-v2/war-unit-artillery-observer-v2-crawl-up-03.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-down-00.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-down-01.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-down-02.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-down-03.png,128,256,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-left-00.png,128,256,1,large alpha touches frame edge: 0
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-left-01.png,128,256,2,"large alpha touches frame edge: 0,1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-left-02.png,128,256,5,large alpha touches frame edge: 1
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-left-03.png,128,256,1,large alpha touches frame edge: 0
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-right-00.png,128,256,2,"component 1 looks separated: area=491 ratio=0.08 dist=112.0 bbox=[61, 237, 96, 255] | large alpha touches frame edge: 0,1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-right-01.png,128,256,4,"component 1 looks separated: area=354 ratio=0.06 dist=112.0 bbox=[52, 241, 81, 255] | large alpha touches frame edge: 1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-right-02.png,128,256,3,"component 1 looks separated: area=232 ratio=0.04 dist=113.0 bbox=[44, 245, 71, 255] | large alpha touches frame edge: 0,1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-right-03.png,128,256,2,"component 1 looks separated: area=198 ratio=0.03 dist=106.0 bbox=[33, 246, 59, 255] | large alpha touches frame edge: 0,1"
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-up-00.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-up-01.png,128,256,1,large alpha touches frame edge: 0
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-up-02.png,128,256,2,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-bound-shell-cantor-v2/war-unit-bound-shell-cantor-v2-crawl-up-03.png,128,256,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-down-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-down-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-down-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-down-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-left-00.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-left-01.png,128,128,2,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-left-02.png,128,128,3,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-left-03.png,128,128,1,large alpha touches frame edge: 0
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-right-00.png,128,128,3,"component 1 looks separated: area=450 ratio=0.12 dist=41.0 bbox=[53, 107, 85, 127] | large alpha touches frame edge: 0,1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-right-01.png,128,128,3,"component 1 looks separated: area=473 ratio=0.13 dist=42.0 bbox=[35, 108, 78, 127] | large alpha touches frame edge: 1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-right-02.png,128,128,4,"component 1 looks separated: area=384 ratio=0.11 dist=41.0 bbox=[47, 110, 76, 127] | large alpha touches frame edge: 1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-right-03.png,128,128,2,"component 1 looks separated: area=433 ratio=0.12 dist=38.0 bbox=[21, 109, 63, 127] | large alpha touches frame edge: 0,1"
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-up-00.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-up-01.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-up-02.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-clockwork-trenchhand-v2/war-unit-clockwork-trenchhand-v2-crawl-up-03.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-down-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-down-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-down-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-down-03.png,128,128,1,
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-left-00.png,128,128,4,"component 1 looks separated: area=90 ratio=0.03 dist=54.0 bbox=[82, 121, 100, 127] | large alpha touches frame edge: 1"
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-left-01.png,128,128,3,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-left-02.png,128,128,2,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-left-03.png,128,128,2,
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-right-00.png,128,128,2,"component 1 looks separated: area=617 ratio=0.24 dist=66.0 bbox=[51, 101, 88, 127] | large alpha touches frame edge: 0,1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-right-01.png,128,128,2,"component 1 looks separated: area=645 ratio=0.25 dist=64.0 bbox=[38, 101, 79, 127] | large alpha touches frame edge: 0,1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-right-02.png,128,128,2,"component 1 looks separated: area=610 ratio=0.24 dist=63.0 bbox=[33, 102, 73, 127] | large alpha touches frame edge: 0,1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-right-03.png,128,128,2,"component 1 looks separated: area=563 ratio=0.23 dist=63.0 bbox=[31, 102, 66, 127] | large alpha touches frame edge: 0,1"
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-up-00.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-up-01.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-up-02.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-combat-medic-v2/war-unit-combat-medic-v2-crawl-up-03.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-down-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-down-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-down-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-down-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-left-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-left-01.png,128,128,2,
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-left-02.png,128,128,2,"large alpha touches frame edge: 0,1"
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-left-03.png,128,128,1,large alpha touches frame edge: 0
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-right-00.png,128,128,2,"component 1 looks separated: area=395 ratio=0.11 dist=37.0 bbox=[41, 109, 73, 127] | large alpha touches frame edge: 1"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-right-01.png,128,128,4,"component 1 looks separated: area=351 ratio=0.10 dist=38.0 bbox=[41, 111, 67, 127] | large alpha touches frame edge: 0,1,2"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-right-02.png,128,128,3,"component 1 looks separated: area=305 ratio=0.08 dist=39.0 bbox=[39, 113, 65, 127] | component 2 looks separated: area=147 ratio=0.04 dist=13.0 bbox=[119, 44, 127, 64] | large alpha touches frame edge: 0,1,2"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-right-03.png,128,128,2,"component 1 looks separated: area=264 ratio=0.07 dist=38.0 bbox=[33, 114, 59, 127] | large alpha touches frame edge: 0,1"
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-up-00.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-up-01.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-up-02.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-echo-runner-v2/war-unit-echo-runner-v2-crawl-up-03.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-down-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-down-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-down-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-down-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-left-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-left-01.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-left-02.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-left-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-right-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-right-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-right-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-right-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-up-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-up-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-up-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-chaplain-orderly-v2/war-unit-field-chaplain-orderly-v2-crawl-up-03.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-doctor-v2/war-unit-field-doctor-v2-crawl-down-00.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-doctor-v2/war-unit-field-doctor-v2-crawl-down-01.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-doctor-v2/war-unit-field-doctor-v2-crawl-down-02.png,128,128,1,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-doctor-v2/war-unit-field-doctor-v2-crawl-down-03.png,128,128,1,
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-doctor-v2/war-unit-field-doctor-v2-crawl-left-00.png,128,128,5,"component 2 looks separated: area=90 ratio=0.02 dist=19.0 bbox=[82, 121, 100, 127] | large alpha touches frame edge: 2"
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-doctor-v2/war-unit-field-doctor-v2-crawl-left-01.png,128,128,4,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-doctor-v2/war-unit-field-doctor-v2-crawl-left-02.png,128,128,3,
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-doctor-v2/war-unit-field-doctor-v2-crawl-left-03.png,128,128,3,
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-doctor-v2/war-unit-field-doctor-v2-crawl-right-00.png,128,128,4,"component 2 looks separated: area=617 ratio=0.24 dist=66.0 bbox=[51, 101, 88, 127] | component 3 looks separated: area=272 ratio=0.11 dist=29.0 bbox=[99, 64, 114, 80] | large alpha touches frame edge: 0,2"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-doctor-v2/war-unit-field-doctor-v2-crawl-right-01.png,128,128,4,"component 2 looks separated: area=645 ratio=0.25 dist=64.0 bbox=[38, 101, 79, 127] | component 3 looks separated: area=272 ratio=0.11 dist=27.0 bbox=[91, 64, 106, 80] | large alpha touches frame edge: 0,2"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-doctor-v2/war-unit-field-doctor-v2-crawl-right-02.png,128,128,4,"component 2 looks separated: area=610 ratio=0.24 dist=63.0 bbox=[33, 102, 73, 127] | component 3 looks separated: area=272 ratio=0.11 dist=25.0 bbox=[84, 64, 99, 80] | large alpha touches frame edge: 0,2"
suspect,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-doctor-v2/war-unit-field-doctor-v2-crawl-right-03.png,128,128,4,"component 2 looks separated: area=563 ratio=0.23 dist=63.0 bbox=[31, 102, 66, 127] | component 3 looks separated: area=272 ratio=0.11 dist=25.0 bbox=[84, 64, 99, 80] | large alpha touches frame edge: 0,2"
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-doctor-v2/war-unit-field-doctor-v2-crawl-up-00.png,128,128,1,large alpha touches frame edge: 0
ok,Assets/Art/War/Units/V2/Cutouts/Crawl/war-unit-field-doctor-v2/war-unit-field-doctor-v2-crawl-up-01.png,128,128,1,large alpha touches frame edge: 0
